10,200
60,1838
110,3772
160,5850
210,8000
260,10166
310,12516
360,14866
410,17216
460,19566
510,21916
560,24458
610,27008
660,29558
710,32108
760,34658
810,37208
860,39758
910,42308
960,44858
1010,47408
1060,50102
1110,52852
1160,55602
1210,58352
1260,61102
1310,63852
1360,66602
1410,69352
1460,72102
1510,74852
1560,77602
1610,80352
1660,83102
1710,85852
1760,88602
1810,91352
1860,94102
1910,96852
1960,99602
2010,102352
2060,105150
2110,108100
2160,111050
2210,114000
2260,116950
2310,119900
2360,122850
2410,125800
2460,128750
2510,131700
2560,134650
2610,137600
2660,140550
2710,143500
2760,146450
2810,149400
2860,152350
2910,155300
2960,158250
3010,161200
3060,164150
3110,167100
3160,170050
3210,173000
3260,175950
3310,178900
3360,181850
3410,184800
3460,187750
3510,190700
3560,193650
3610,196600
3660,199550
3710,202500
3760,205450
3810,208400
3860,211350
3910,214300
3960,217250
4010,220200
4060,223150
4110,226156
4160,229306
4210,232456
4260,235606
4310,238756
4360,241906
4410,245056
4460,248206
4510,251356
4560,254506
4610,257656
4660,260806
4710,263956
4760,267106
4810,270256
4860,273406
4910,276556
4960,279706
5010,282856
5060,286006
5110,289156
5160,292306
5210,295456
5260,298606
5310,301756
5360,304906
5410,308056
5460,311206
5510,314356
5560,317506
5610,320656
5660,323806
5710,326956
5760,330106
5810,333256
5860,336406
5910,339556
5960,342706
6010,345856
6060,349006
6110,352156
6160,355306
6210,358456
6260,361606
6310,364756
6360,367906
6410,371056
6460,374206
6510,377356
6560,380506
6610,383656
6660,386806
6710,389956
6760,393106
6810,396256
6860,399406
6910,402556
6960,405706
7010,408856
7060,412006
7110,415156
7160,418306
7210,421456
7260,424606
7310,427756
7360,430906
7410,434056
7460,437206
7510,440356
7560,443506
7610,446656
7660,449806
7710,452956
7760,456106
7810,459256
7860,462406
7910,465556
7960,468706
8010,471856
8060,475006
8110,478156
8160,481306
8210,484528
8260,487878
8310,491228
8360,494578
8410,497928
8460,501278
8510,504628
8560,507978
8610,511328
8660,514678
8710,518028
8760,521378
8810,524728
8860,528078
8910,531428
8960,534778
9010,538128
9060,541478
9110,544828
9160,548178
9210,551528
9260,554878
9310,558228
9360,561578
9410,564928
9460,568278
9510,571628
9560,574978
9610,578328
9660,581678
9710,585028
9760,588378
9810,591728
9860,595078
9910,598428
9960,601778
10000,604458
